time_s,current_A
0.068400,0.485355
0.068600,0.446474
0.068800,0.448935
0.069000,0.205855
0.069200,0.219135
0.069400,0.216927
0.069600,0.046254
0.069800,0.136588
0.070000,0.018418
0.070200,-0.020461
0.070400,-0.153880
0.070600,-0.146693
0.070800,-0.195266
0.071000,-0.297373
0.071200,-0.356405
0.071400,-0.412262
0.071600,-0.524921
0.071800,-0.543203
0.072000,-0.595411
0.072200,-0.618254
0.072400,-0.634556
0.072600,-0.781895
0.072800,-0.776764
0.073000,-0.734944
0.073200,-0.881507
0.073400,-0.917419
0.073600,-0.894712
0.073800,-0.887557
0.074000,-0.950485
0.074200,-0.902135
0.074400,-0.939448
0.074600,-0.950024
0.074800,-0.970321
0.075000,-0.883617
0.075200,-1.008285
0.075400,-1.092291
0.075600,-0.902075
0.075800,-0.991468
0.076000,-0.945662
0.076200,-0.864299
0.076400,-0.984940
0.076600,-0.938889
0.076800,-0.924392
0.077000,-0.848724
0.077200,-0.748531
0.077400,-0.702759
0.077600,-0.670733
0.077800,-0.708062
0.078000,-0.703290
0.078200,-0.533109
0.078400,-0.505342
0.078600,-0.402810
0.078800,-0.333027
0.079000,-0.302105
0.079200,-0.210683
0.079400,-0.175921
0.079600,-0.098830
0.079800,-0.098024
0.080000,-0.008981
0.080200,0.072629
0.080400,0.166360
0.080600,0.167694
0.080800,0.274748
0.081000,0.295725
0.081200,0.362247
0.081400,0.467255
0.081600,0.382101
0.081800,0.471003
0.082000,0.513676
0.082200,0.520743
0.082400,0.650634
0.082600,0.766440
0.082800,0.756269
0.083000,0.818906
0.083200,0.898789
0.083400,0.942691
0.083600,0.901370
0.083800,0.997456
0.084000,0.955663
0.084200,0.926713
0.084400,0.952567
0.084600,0.918088
0.084800,0.953620
0.085000,0.982099
0.085200,1.038206
0.085400,1.078153
0.085600,0.913178
0.085800,0.988225
0.086000,0.899029
0.086200,0.953511
0.086400,0.898273
0.086600,0.784761
0.086800,0.890743
0.087000,0.778767
0.087200,0.743818
0.087400,0.675481
0.087600,0.651833
0.087800,0.658819
0.088000,0.578323
0.088200,0.552260
0.088400,0.499850
0.088600,0.491812
0.088800,0.350985
0.089000,0.235174
0.089200,0.302051
0.089400,0.170807
0.089600,0.181063
0.089800,0.081959
0.090000,-0.006557
0.090200,-0.045352
0.090400,-0.027783
0.090600,-0.083532
0.090800,-0.245221
0.091000,-0.301007
0.091200,-0.314313
0.091400,-0.468062
0.091600,-0.465100
0.091800,-0.537120
0.092000,-0.572090
0.092200,-0.679092
0.092400,-0.764025
0.092600,-0.832618
0.092800,-0.826382
0.093000,-0.831951
0.093200,-0.858988
0.093400,-0.779445
0.093600,-0.849527
0.093800,-0.977881
0.094000,-0.933671
0.094200,-0.988937
0.094400,-0.996505
0.094600,-0.982848
0.094800,-0.967068
0.095000,-1.016963
0.095200,-0.944834
0.095400,-1.049212
0.095600,-0.981970
0.095800,-0.838699
0.096000,-0.939903
0.096200,-0.858116
0.096400,-0.900251
0.096600,-0.847268
0.096800,-0.847167
0.097000,-0.817537
0.097200,-0.809487
0.097400,-0.707454
0.097600,-0.727124
0.097800,-0.604145
0.098000,-0.533521
0.098200,-0.517500
0.098400,-0.496066
0.098600,-0.403081
0.098800,-0.383558
0.099000,-0.262240
0.099200,-0.340260
0.099400,-0.204162
0.099600,-0.224874
0.099800,-0.137544
0.100000,0.068193
0.100200,0.107550
0.100400,0.089359
0.100600,0.112256
0.100800,0.100463
0.101000,0.281842
0.101200,0.489145
0.101400,0.447524
0.101600,0.453775
0.101800,0.559081
0.102000,0.509737
0.102200,0.622558
0.102400,0.689521
0.102600,0.724664
0.102800,0.810054
0.103000,0.826249
0.103200,0.877744
0.103400,0.841888
0.103600,0.949718
0.103800,1.011223
0.104000,0.902549
0.104200,0.924198
0.104400,1.049076
0.104600,0.982548
0.104800,1.068218
0.105000,0.977873
0.105200,1.070779
0.105400,0.998689
0.105600,0.995199
0.105800,1.046819
0.106000,0.932968
0.106200,0.882720
0.106400,0.882399
0.106600,0.898923
0.106800,0.766040
0.107000,0.840891
0.107200,0.743575
0.107400,0.786359
0.107600,0.564834
0.107800,0.598096
0.108000,0.503462
0.108200,0.494515
0.108400,0.494137
0.108600,0.416818
0.108800,0.355456
0.109000,0.301058
0.109200,0.258859
0.109400,0.136955
0.109600,0.160676
0.109800,0.095924
0.110000,0.019252
0.110200,-0.034964
0.110400,-0.110512
0.110600,-0.085628
0.110800,-0.253045
0.111000,-0.324371
0.111200,-0.405801
0.111400,-0.477392
0.111600,-0.543977
0.111800,-0.580267
0.112000,-0.591319
0.112200,-0.620709
0.112400,-0.681990
0.112600,-0.767245
0.112800,-0.725504
0.113000,-0.772046
0.113200,-0.852310
0.113400,-0.908952
0.113600,-0.877406
0.113800,-0.920378
0.114000,-1.023463
0.114200,-0.971982
0.114400,-0.969185
0.114600,-1.037099
0.114800,-0.988535
0.115000,-1.072741
0.115200,-0.931217
0.115400,-0.929717
0.115600,-0.994913
0.115800,-0.950410
0.116000,-1.071553
0.116200,-0.987594
0.116400,-0.919516
0.116600,-0.929913
0.116800,-0.808608
0.117000,-0.709152
0.117200,-0.829344
0.117400,-0.770842
0.117600,-0.672775
0.117800,-0.556868
0.118000,-0.648904
0.118200,-0.523375
0.118400,-0.390689
0.118600,-0.508367
0.118800,-0.432178
0.119000,-0.330197
0.119200,-0.274719
0.119400,-0.146751
0.119600,-0.113250
0.119800,-0.151539
0.120000,0.025771
0.120200,0.033914
0.120400,0.189056
0.120600,0.156002
0.120800,0.216859
0.121000,0.336074
0.121200,0.406271
0.121400,0.448184
0.121600,0.397474
0.121800,0.562729
0.122000,0.536070
0.122200,0.649188
0.122400,0.613360
0.122600,0.751285
0.122800,0.730183
0.123000,0.744885
0.123200,0.880019
0.123400,0.888389
0.123600,0.874128
0.123800,1.002335
0.124000,0.929024
0.124200,0.970189
0.124400,0.995733
0.124600,0.961131
0.124800,1.021584
0.125000,0.973327
0.125200,0.977445
0.125400,1.060247
0.125600,0.930258
0.125800,0.847944
0.126000,1.031603
0.126200,1.057243
0.126400,0.884564
0.126600,0.779465
0.126800,0.828804
0.127000,0.794706
0.127200,0.761017
0.127400,0.673299
0.127600,0.713525
0.127800,0.663649
0.128000,0.513065
0.128200,0.570787
0.128400,0.584388
0.128600,0.434377
0.128800,0.351258
0.129000,0.301917
0.129200,0.279453
0.129400,0.100848
0.129600,0.133553
0.129800,0.043267
0.130000,0.092391
0.130200,-0.071499
0.130400,-0.041939
0.130600,-0.242568
0.130800,-0.219327
0.131000,-0.293047
0.131200,-0.411577
0.131400,-0.416909
0.131600,-0.421128
0.131800,-0.552016
0.132000,-0.672383
0.132200,-0.638302
0.132400,-0.729668
0.132600,-0.746086
0.132800,-0.774593
0.133000,-0.894300
0.133200,-0.925111
0.133400,-0.852203
0.133600,-0.930963
0.133800,-1.058014
0.134000,-0.911814
0.134200,-0.954965
0.134400,-1.017981
0.134600,-1.057956
0.134800,-0.956236
0.135000,-0.982532
0.135200,-0.878897
0.135400,-0.971105
0.135600,-0.962902
0.135800,-0.976930
0.136000,-0.910218
0.136200,-0.898522
0.136400,-0.842241
0.136600,-0.902373
0.136800,-0.866098
0.137000,-0.832972
0.137200,-0.730973
0.137400,-0.654050
0.137600,-0.707489
0.137800,-0.658663
0.138000,-0.572081
0.138200,-0.548115
0.138400,-0.434151
0.138600,-0.538368
0.138800,-0.409460
0.139000,-0.348138
0.139200,-0.364708
0.139400,-0.235563
0.139600,-0.171091
0.139800,-0.072846
0.140000,0.055648
0.140200,0.050537
0.140400,0.073793
0.140600,0.184534
0.140800,0.301149
0.141000,0.260219
0.141200,0.322596
0.141400,0.453707
0.141600,0.470677
0.141800,0.568201
0.142000,0.587103
0.142200,0.672507
0.142400,0.632793
0.142600,0.728364
0.142800,0.759979
0.143000,0.748222
0.143200,0.766154
0.143400,0.910594
0.143600,0.887279
0.143800,0.878662
0.144000,0.946248
0.144200,1.024984
0.144400,0.868250
0.144600,0.917283
0.144800,0.951882
0.145000,1.073059
0.145200,1.012156
0.145400,1.030481
0.145600,0.925279
0.145800,0.912606
0.146000,0.973447
0.146200,0.932690
0.146400,0.932264
0.146600,0.866923
0.146800,0.858235
0.147000,0.816923
0.147200,0.809402
0.147400,0.769319
0.147600,0.603554
0.147800,0.525061
0.148000,0.637873
0.148200,0.595213
0.148400,0.430723
0.148600,0.332788
0.148800,0.373076
0.149000,0.355559
0.149200,0.338570
0.149400,0.213196
0.149600,0.106747
0.149800,0.018134
0.150000,0.000573
0.150200,-0.077754
0.150400,-0.176087
0.150600,-0.084944
0.150800,-0.159431
0.151000,-0.252215
0.151200,-0.414167
0.151400,-0.383028
0.151600,-0.449772
0.151800,-0.513700
0.152000,-0.525302
0.152200,-0.605655
0.152400,-0.647546
0.152600,-0.697123
0.152800,-0.753474
0.153000,-0.898198
0.153200,-0.840147
0.153400,-0.904116
0.153600,-0.968819
0.153800,-0.845686
0.154000,-0.864607
0.154200,-0.900622
0.154400,-0.969527
0.154600,-0.924583
0.154800,-0.997424
0.155000,-0.989860
0.155200,-1.052700
0.155400,-0.972265
0.155600,-0.979268
0.155800,-1.033716
0.156000,-0.953616
0.156200,-0.933763
0.156400,-0.814949
0.156600,-0.831596
0.156800,-0.843756
0.157000,-0.796578
0.157200,-0.768303
0.157400,-0.739114
0.157600,-0.738668
0.157800,-0.644977
0.158000,-0.625090
0.158200,-0.598343
0.158400,-0.456193
0.158600,-0.406216
0.158800,-0.457460
0.159000,-0.315151
0.159200,-0.198905
0.159400,-0.134420
0.159600,-0.074041
0.159800,-0.060845
0.160000,-0.042252
0.160200,0.008606
0.160400,0.142563
0.160600,0.206345
0.160800,0.313056
0.161000,0.364016
0.161200,0.361513
0.161400,0.363569
0.161600,0.465798
0.161800,0.546688
0.162000,0.577681
0.162200,0.608529
0.162400,0.697191
0.162600,0.703771
0.162800,0.739110
0.163000,0.824590
0.163200,0.824228
0.163400,0.888512
0.163600,0.918487
0.163800,0.872805
0.164000,0.926994
0.164200,1.040472
0.164400,0.924183
0.164600,0.886282
0.164800,0.904934
0.165000,1.001455
0.165200,0.999573
0.165400,0.986234
0.165600,1.042997
0.165800,0.834941
0.166000,0.970853
0.166200,1.007848
0.166400,0.848438
0.166600,0.857316
0.166800,0.806683
0.167000,0.764300
0.167200,0.754200
0.167400,0.800343
0.167600,0.776416
0.167800,0.620627
0.168000,0.683038
0.168200,0.537606
0.168400,0.569438
0.168600,0.421114
0.168800,0.374677
0.169000,0.327291
0.169200,0.407633
0.169400,0.229946
0.169600,0.089970
0.169800,0.111240
0.170000,-0.018092
0.170200,-0.087278
0.170400,-0.079903
0.170600,-0.185827
0.170800,-0.234761
0.171000,-0.308318
0.171200,-0.351295
0.171400,-0.404531
0.171600,-0.578602
0.171800,-0.502498
0.172000,-0.636886
0.172200,-0.709539
0.172400,-0.687468
0.172600,-0.724770
0.172800,-0.805189
0.173000,-0.767465
0.173200,-0.911437
0.173400,-0.896654
0.173600,-0.934071
0.173800,-0.932106
0.174000,-0.937113
0.174200,-1.018978
0.174400,-0.946073
0.174600,-0.988965
0.174800,-1.092624
0.175000,-1.097930
0.175200,-0.998643
0.175400,-1.003163
0.175600,-0.987458
0.175800,-0.969982
0.176000,-0.939779
0.176200,-0.882394
0.176400,-0.960382
0.176600,-0.934905
0.176800,-0.898994
0.177000,-0.794571
0.177200,-0.708266
0.177400,-0.750536
0.177600,-0.809632
0.177800,-0.722624
0.178000,-0.629437
0.178200,-0.563713
0.178400,-0.502173
0.178600,-0.423850
0.178800,-0.383712
0.179000,-0.256550
0.179200,-0.282491
0.179400,-0.230497
0.179600,-0.101389
0.179800,-0.139573
0.180000,0.019485
0.180200,0.067918
0.180400,0.117961
0.180600,0.266795
0.180800,0.217580
0.181000,0.412032
0.181200,0.356853
0.181400,0.361928
0.181600,0.485250
0.181800,0.482015
0.182000,0.550197
0.182200,0.657276
0.182400,0.712326
0.182600,0.697860
0.182800,0.819884
0.183000,0.866892
0.183200,0.916143
0.183400,0.902777
0.183600,0.972998
0.183800,0.835737
0.184000,0.935161
0.184200,0.925233
0.184400,0.988249
0.184600,0.963542
0.184800,0.989719
0.185000,1.094109
0.185200,0.989541
0.185400,1.012804
0.185600,0.970674
0.185800,0.972369
0.186000,0.951357
0.186200,0.952193
0.186400,0.963092
0.186600,0.958676
0.186800,0.859809
0.187000,0.838494
0.187200,0.712970
0.187400,0.724575
0.187600,0.731562
0.187800,0.680722
0.188000,0.598366
0.188200,0.580146
0.188400,0.506292
0.188600,0.485795
0.188800,0.382593
0.189000,0.291232
0.189200,0.265482
0.189400,0.040852
0.189600,0.144478
0.189800,-0.119630
0.190000,-0.086173
0.190200,-0.040202
0.190400,-0.101457
0.190600,-0.245503
0.190800,-0.284295
0.191000,-0.240490
0.191200,-0.392326
0.191400,-0.313633
0.191600,-0.481850
0.191800,-0.515425
0.192000,-0.506942
0.192200,-0.630873
0.192400,-0.734664
0.192600,-0.734455
0.192800,-0.772294
0.193000,-0.877254
0.193200,-0.857120
0.193400,-0.913416
0.193600,-0.858609
0.193800,-0.928046
0.194000,-0.965196
0.194200,-0.973892
0.194400,-0.971131
0.194600,-0.961274
0.194800,-1.048012
0.195000,-1.052079
0.195200,-0.942793
0.195400,-1.012732
0.195600,-1.053129
0.195800,-0.946393
0.196000,-0.927888
0.196200,-1.006312
0.196400,-0.893353
0.196600,-0.839528
0.196800,-0.825609
0.197000,-0.777418
0.197200,-0.840727
0.197400,-0.712417
0.197600,-0.699678
0.197800,-0.661563
0.198000,-0.544257
0.198200,-0.461863
0.198400,-0.392035
0.198600,-0.360039
0.198800,-0.373611
0.199000,-0.291381
0.199200,-0.210349
0.199400,-0.181322
0.199600,-0.118795
0.199800,-0.021603
0.200000,-0.002964
0.200200,0.026326
0.200400,0.104610
0.200600,0.219077
0.200800,0.248840
0.201000,0.326027
0.201200,0.401629
0.201400,0.407037
0.201600,0.519566
0.201800,0.554769
0.202000,0.526045
0.202200,0.709539
0.202400,0.659510
0.202600,0.646214
0.202800,0.718261
0.203000,0.757965
0.203200,0.846937
0.203400,0.862614
0.203600,0.887985
0.203800,0.960762
0.204000,0.968050
0.204200,0.984386
0.204400,1.002779
0.204600,1.022921
0.204800,0.892629
0.205000,0.981778
0.205200,0.889016
0.205400,0.993918
0.205600,0.982056
0.205800,1.020860
0.206000,1.010438
0.206200,0.939915
0.206400,0.879809
0.206600,0.900565
0.206800,0.817932
0.207000,0.808947
0.207200,0.819820
0.207400,0.701080
0.207600,0.724831
0.207800,0.671294
0.208000,0.540046
0.208200,0.584522
0.208400,0.516682
0.208600,0.430876
0.208800,0.330008
0.209000,0.266057
0.209200,0.221807
0.209400,0.214511
0.209600,0.077552
0.209800,0.084666
0.210000,-0.062088
0.210200,-0.072994
0.210400,-0.119851
0.210600,-0.065125
0.210800,-0.317556
0.211000,-0.235416
0.211200,-0.360632
0.211400,-0.405221
0.211600,-0.475836
0.211800,-0.513590
0.212000,-0.595470
0.212200,-0.564721
0.212400,-0.707371
0.212600,-0.672357
0.212800,-0.802732
0.213000,-0.812030
0.213200,-0.897926
0.213400,-0.853555
0.213600,-0.832571
0.213800,-0.933644
0.214000,-0.960901
0.214200,-1.024314
0.214400,-0.993752
0.214600,-1.071754
0.214800,-1.043671
0.215000,-0.988661
0.215200,-0.932076
0.215400,-0.851654
0.215600,-1.011617
0.215800,-0.896818
0.216000,-0.938869
0.216200,-0.937339
0.216400,-0.883197
0.216600,-0.873211
0.216800,-0.838808
0.217000,-0.829434
0.217200,-0.840419
0.217400,-0.806150
0.217600,-0.651885
0.217800,-0.651259
0.218000,-0.617590
0.218200,-0.535402
0.218400,-0.442007
0.218600,-0.416761
0.218800,-0.400927
0.219000,-0.247702
0.219200,-0.169731
0.219400,-0.162653
0.219600,-0.076650
0.219800,-0.000693
0.220000,0.056505
0.220200,0.093495
0.220400,0.155251
0.220600,0.213364
0.220800,0.193823
0.221000,0.344053
0.221200,0.300334
0.221400,0.386049
0.221600,0.546932
0.221800,0.577838
0.222000,0.662155
0.222200,0.623840
0.222400,0.626935
0.222600,0.716947
0.222800,0.775615
0.223000,0.812966
0.223200,0.901012
0.223400,0.858243
0.223600,0.922429
0.223800,0.880345
0.224000,0.973572
0.224200,0.968739
0.224400,0.944797
0.224600,0.980323
0.224800,0.988818
0.225000,0.986492
0.225200,1.086594
0.225400,0.987192
0.225600,0.970092
0.225800,0.863711
0.226000,0.906346
0.226200,0.916623
0.226400,0.870534
0.226600,0.945392
0.226800,0.836081
0.227000,0.873439
0.227200,0.773598
0.227400,0.730830
0.227600,0.680107
0.227800,0.637614
0.228000,0.673725
0.228200,0.419846
0.228400,0.381676
0.228600,0.398621
0.228800,0.368851
0.229000,0.343522
0.229200,0.272344
0.229400,0.168169
0.229600,0.176285
0.229800,0.114300
0.230000,0.009203
0.230200,-0.014658
0.230400,-0.111701
0.230600,-0.215455
0.230800,-0.213799
0.231000,-0.303486
0.231200,-0.368058
0.231400,-0.352132
0.231600,-0.604297
0.231800,-0.606711
0.232000,-0.647139
0.232200,-0.655587
0.232400,-0.697278
0.232600,-0.804335
0.232800,-0.819771
0.233000,-0.852059
0.233200,-0.721457
0.233400,-0.786220
0.233600,-0.925415
0.233800,-0.947956
0.234000,-1.008517
0.234200,-1.063990
0.234400,-0.988131
0.234600,-1.042007
0.234800,-1.002269
0.235000,-1.080010
0.235200,-1.036125
0.235400,-0.984683
0.235600,-0.963977
0.235800,-0.947710
0.236000,-1.017081
0.236200,-0.887042
0.236400,-0.944838
0.236600,-0.844664
0.236800,-0.844860
0.237000,-0.877836
0.237200,-0.786323
0.237400,-0.710700
0.237600,-0.653899
0.237800,-0.644473
0.238000,-0.511196
0.238200,-0.485451
0.238400,-0.494586
0.238600,-0.388273
0.238800,-0.271435
0.239000,-0.210993
0.239200,-0.310090
0.239400,-0.233708
0.239600,-0.051087
0.239800,-0.115705
0.240000,-0.066127
0.240200,0.038481
0.240400,0.146345
0.240600,0.182261
0.240800,0.216162
0.241000,0.275306
0.241200,0.332508
0.241400,0.381804
0.241600,0.595835
0.241800,0.550702
0.242000,0.632123
0.242200,0.612970
0.242400,0.675249
0.242600,0.693291
0.242800,0.637928
0.243000,0.740117
0.243200,0.753797
0.243400,0.763817
0.243600,0.845059
0.243800,0.996024
0.244000,0.948835
0.244200,1.033111
0.244400,1.002836
0.244600,1.031243
0.244800,0.952982
0.245000,1.026198
0.245200,1.034462
0.245400,0.963282
0.245600,1.010264
0.245800,0.996893
0.246000,0.923579
0.246200,0.873638
0.246400,0.845621
0.246600,0.880632
0.246800,0.860678
0.247000,0.769391
0.247200,0.771843
0.247400,0.757495
0.247600,0.715457
0.247800,0.715018
0.248000,0.651634
0.248200,0.485762
0.248400,0.565933
0.248600,0.399230
0.248800,0.420368
0.249000,0.312416
0.249200,0.228082
0.249400,0.096996
0.249600,0.116755
0.249800,-0.015179
0.250000,0.048365
0.250200,0.013049
0.250400,-0.165179
0.250600,-0.172283
0.250800,-0.284959
0.251000,-0.340441
0.251200,-0.329400
0.251400,-0.427706
0.251600,-0.394771
0.251800,-0.559938
0.252000,-0.537818
0.252200,-0.632553
0.252400,-0.644758
0.252600,-0.751327
0.252800,-0.772991
0.253000,-0.814792
0.253200,-0.886131
0.253400,-0.843203
0.253600,-0.872315
0.253800,-0.900099
0.254000,-0.874208
0.254200,-0.896116
0.254400,-1.001034
0.254600,-0.973462
0.254800,-1.029207
0.255000,-0.998832
0.255200,-1.028014
0.255400,-0.911111
0.255600,-0.964102
0.255800,-0.979485
0.256000,-0.891376
0.256200,-1.038307
0.256400,-1.005532
0.256600,-0.836515
0.256800,-0.841305
0.257000,-0.796495
0.257200,-0.836833
0.257400,-0.730130
0.257600,-0.584372
0.257800,-0.596214
0.258000,-0.579300
0.258200,-0.557779
0.258400,-0.501482
0.258600,-0.532239
0.258800,-0.355243
0.259000,-0.266743
0.259200,-0.327471
0.259400,-0.220452
0.259600,-0.183206
0.259800,-0.111058
0.260000,0.002674
0.260200,-0.041430
0.260400,0.156047
0.260600,0.225074
0.260800,0.236135
0.261000,0.184982
0.261200,0.318304
0.261400,0.487424
0.261600,0.342854
0.261800,0.518451
0.262000,0.528785
0.262200,0.677653
0.262400,0.650791
0.262600,0.749166
0.262800,0.798786
0.263000,0.900828
0.263200,0.834181
0.263400,0.895109
0.263600,0.830574
0.263800,0.989297
0.264000,0.913031
0.264200,0.940545
0.264400,0.981175
0.264600,0.913970
0.264800,1.009465
0.265000,1.048373
0.265200,1.012673
0.265400,0.912670
0.265600,0.976097
0.265800,1.005685
0.266000,0.857157
0.266200,0.876038
0.266400,0.948654
