time_s,current_A
0.024200,1.477571
0.024400,1.381830
0.024600,1.591116
0.024800,1.202518
0.025000,1.238857
0.025200,1.359603
0.025400,1.573547
0.025600,1.687066
0.025800,1.739658
0.026000,1.632670
0.026200,1.543864
0.026400,1.656915
0.026600,1.326346
0.026800,1.165925
0.027000,1.446407
0.027200,1.173516
0.027400,1.274305
0.027600,1.286179
0.027800,1.316904
0.028000,1.455467
0.028200,1.487971
0.028400,1.437958
0.028600,1.365700
0.028800,1.429462
0.029000,1.246480
0.029200,1.159821
0.029400,1.363914
0.029600,0.715979
0.029800,0.424956
0.030000,-0.105822
0.030200,-0.204408
0.030400,-0.574609
0.030600,-0.856085
0.030800,-1.157051
0.031000,-1.180783
0.031200,-1.222545
0.031400,-1.389537
0.031600,-1.425900
0.031800,-1.228974
0.032000,-1.450418
0.032200,-1.387380
0.032400,-1.276230
0.032600,-1.545304
0.032800,-1.200228
0.033000,-1.525348
0.033200,-1.513347
0.033400,-1.530013
0.033600,-1.531828
0.033800,-1.607846
0.034000,-1.563305
0.034200,-1.541521
0.034400,-1.569162
0.034600,-1.587084
0.034800,-1.286114
0.035000,-1.755661
0.035200,-1.479193
0.035400,-1.541440
0.035600,-1.439289
0.035800,-1.750721
0.036000,-1.628168
0.036200,-1.571652
0.036400,-1.377210
0.036600,-1.448194
0.036800,-1.620147
0.037000,-1.454033
0.037200,-1.191460
0.037400,-1.464217
0.037600,-1.280031
0.037800,-1.281054
0.038000,-1.372666
0.038200,-0.958797
0.038400,-1.470618
0.038600,-1.364537
0.038800,-1.528242
0.039000,-1.256749
0.039200,-1.058667
0.039400,-1.059383
0.039600,-0.696856
0.039800,-0.491711
0.040000,-0.171661
0.040200,0.512939
0.040400,0.605550
0.040600,0.609146
0.040800,1.454088
0.041000,1.215597
0.041200,1.376341
0.041400,1.678138
0.041600,1.387447
0.041800,1.338660
0.042000,1.130573
0.042200,1.034461
0.042400,1.243277
0.042600,1.338522
0.042800,1.370197
0.043000,1.308722
0.043200,1.445662
0.043400,1.222440
0.043600,1.606746
0.043800,1.580508
0.044000,1.849249
0.044200,1.533699
0.044400,1.360707
0.044600,1.463497
0.044800,1.399165
0.045000,1.505206
0.045200,1.452369
0.045400,1.282113
0.045600,1.256746
0.045800,1.572013
0.046000,1.760667
0.046200,1.568200
0.046400,1.659716
0.046600,1.649943
0.046800,1.482642
0.047000,1.258738
0.047200,1.353664
0.047400,1.465162
0.047600,1.347718
0.047800,1.391923
0.048000,1.245417
0.048200,1.332807
0.048400,1.390899
0.048600,1.424301
0.048800,1.588491
0.049000,0.983835
0.049200,1.193866
0.049400,0.959264
0.049600,0.482925
0.049800,0.458184
0.050000,-0.108675
0.050200,-0.410974
0.050400,-0.411333
0.050600,-0.819692
0.050800,-1.103112
0.051000,-1.278795
0.051200,-1.437999
0.051400,-1.132095
0.051600,-1.288383
0.051800,-1.475593
0.052000,-1.524814
0.052200,-1.194660
0.052400,-1.276615
0.052600,-1.498442
0.052800,-1.260080
0.053000,-1.421265
0.053200,-1.363024
0.053400,-1.431760
0.053600,-1.628961
0.053800,-1.461371
0.054000,-1.627885
0.054200,-1.597509
0.054400,-1.581948
0.054600,-1.301459
0.054800,-1.490421
0.055000,-1.234134
0.055200,-1.180813
0.055400,-1.581913
0.055600,-1.940257
0.055800,-1.375901
0.056000,-1.604495
0.056200,-1.686226
0.056400,-1.626029
0.056600,-1.560244
0.056800,-1.248044
0.057000,-1.356925
0.057200,-1.131828
0.057400,-1.209968
0.057600,-1.314619
0.057800,-1.338240
0.058000,-1.230557
0.058200,-1.240096
0.058400,-1.259189
0.058600,-1.471233
0.058800,-1.387016
0.059000,-1.248305
0.059200,-1.246880
0.059400,-1.141429
0.059600,-0.809591
0.059800,-0.393575
0.060000,0.099331
0.060200,0.546266
0.060400,0.485243
0.060600,0.881586
0.060800,1.135606
0.061000,1.455119
0.061200,1.334081
0.061400,1.367542
0.061600,1.196909
0.061800,1.435671
0.062000,1.290589
0.062200,1.181579
0.062400,1.229308
0.062600,1.453150
0.062800,1.173635
0.063000,1.254662
0.063200,1.630461
0.063400,1.509388
0.063600,1.638184
0.063800,1.616560
0.064000,1.547900
0.064200,1.480332
0.064400,1.626841
0.064600,1.645456
0.064800,1.610963
0.065000,1.262179
0.065200,1.644072
0.065400,1.417415
0.065600,1.388853
0.065800,1.507178
0.066000,1.677869
0.066200,1.637367
0.066400,1.499413
0.066600,1.623671
0.066800,1.463603
0.067000,1.294966
0.067200,1.218162
0.067400,1.345636
0.067600,1.255857
0.067800,1.073360
0.068000,1.441873
0.068200,1.291119
0.068400,1.647526
0.068600,1.221554
0.068800,1.386191
0.069000,1.230915
0.069200,1.042972
0.069400,0.898169
0.069600,0.954235
0.069800,0.378925
0.070000,-0.118756
0.070200,-0.631714
0.070400,-0.946855
0.070600,-1.051657
0.070800,-1.284338
0.071000,-1.369519
0.071200,-1.754125
0.071400,-1.445754
0.071600,-1.254549
0.071800,-1.119734
0.072000,-1.598966
0.072200,-1.399895
0.072400,-1.396370
0.072600,-1.262243
0.072800,-1.507334
0.073000,-1.128572
0.073200,-1.436095
0.073400,-1.516493
0.073600,-1.298814
0.073800,-1.558705
0.074000,-1.493154
0.074200,-1.645197
0.074400,-1.707683
0.074600,-1.562660
0.074800,-1.120289
0.075000,-1.345047
0.075200,-1.407155
0.075400,-1.617561
0.075600,-1.365420
0.075800,-1.736231
0.076000,-1.788258
0.076200,-1.640131
0.076400,-1.244547
0.076600,-1.213337
0.076800,-1.510309
0.077000,-1.482041
0.077200,-1.570422
0.077400,-1.272396
0.077600,-1.243933
0.077800,-1.161253
0.078000,-1.178193
0.078200,-1.392773
0.078400,-1.325304
0.078600,-1.537098
0.078800,-1.332741
0.079000,-1.411996
0.079200,-1.120366
0.079400,-0.914413
0.079600,-0.678330
0.079800,-0.238238
0.080000,-0.235560
0.080200,0.197682
0.080400,0.648141
0.080600,0.754698
0.080800,1.128255
0.081000,1.279717
0.081200,1.609750
0.081400,1.453382
0.081600,1.563123
0.081800,1.408411
0.082000,1.234449
0.082200,1.299743
0.082400,1.377649
0.082600,1.463111
0.082800,1.304521
0.083000,1.133785
0.083200,1.184953
0.083400,1.449060
0.083600,1.187036
0.083800,1.825563
0.084000,1.642740
0.084200,1.437227
0.084400,1.335660
0.084600,1.625323
0.084800,1.281290
0.085000,1.287266
0.085200,1.333443
0.085400,1.488218
0.085600,1.595227
0.085800,1.711478
0.086000,1.709945
0.086200,1.556414
0.086400,1.690799
0.086600,1.397372
0.086800,1.169494
0.087000,1.280242
0.087200,1.203429
0.087400,1.189303
0.087600,1.124328
0.087800,1.210520
0.088000,1.407801
0.088200,1.620449
0.088400,1.149906
0.088600,1.238842
0.088800,1.294580
0.089000,1.450773
0.089200,1.158543
0.089400,0.862572
0.089600,0.796160
0.089800,0.500878
0.090000,-0.002814
0.090200,-0.479852
0.090400,-0.648108
0.090600,-1.006178
0.090800,-1.225437
0.091000,-1.412771
0.091200,-1.274550
0.091400,-1.394520
0.091600,-1.253353
0.091800,-1.162711
0.092000,-1.245952
0.092200,-1.355658
0.092400,-1.112186
0.092600,-1.214251
0.092800,-0.933863
0.093000,-1.334396
0.093200,-1.337970
0.093400,-1.454458
0.093600,-1.552586
0.093800,-1.595116
0.094000,-1.509063
0.094200,-1.454401
0.094400,-1.328949
0.094600,-1.424778
0.094800,-1.517769
0.095000,-1.489028
0.095200,-1.646776
0.095400,-1.221923
0.095600,-1.583283
0.095800,-1.387461
0.096000,-1.511717
0.096200,-1.510738
0.096400,-1.555338
0.096600,-1.616191
0.096800,-1.587904
0.097000,-1.121641
0.097200,-1.307274
0.097400,-1.115311
0.097600,-1.060499
0.097800,-1.341313
0.098000,-1.251273
0.098200,-1.356408
0.098400,-1.582290
0.098600,-1.459824
0.098800,-1.325171
0.099000,-1.410766
0.099200,-1.238011
0.099400,-0.997193
0.099600,-0.371921
0.099800,-0.632527
0.100000,0.075246
0.100200,0.319419
0.100400,0.592552
0.100600,0.929507
0.100800,1.289391
0.101000,1.444590
0.101200,1.441200
0.101400,1.595913
0.101600,1.599033
0.101800,1.485616
0.102000,1.232870
0.102200,1.353852
0.102400,1.343115
0.102600,1.161756
0.102800,1.088952
0.103000,1.077495
0.103200,1.453102
0.103400,1.542727
0.103600,1.360454
0.103800,1.713202
0.104000,1.576032
0.104200,1.734995
0.104400,1.557688
0.104600,1.311155
0.104800,1.517077
0.105000,1.540517
0.105200,1.366192
0.105400,1.254791
0.105600,1.517152
0.105800,1.382450
0.106000,1.721333
0.106200,1.495221
0.106400,1.796411
0.106600,1.179398
0.106800,1.462843
0.107000,1.595320
0.107200,1.190822
0.107400,1.260221
0.107600,1.207779
0.107800,1.177121
0.108000,1.351492
0.108200,1.168847
0.108400,1.392063
0.108600,1.509401
0.108800,1.381033
0.109000,1.185881
0.109200,1.343813
0.109400,1.080727
0.109600,0.532472
0.109800,0.163303
0.110000,-0.142789
0.110200,-0.275628
0.110400,-0.647314
0.110600,-0.852676
0.110800,-1.238207
0.111000,-1.474621
0.111200,-1.275470
0.111400,-1.515019
0.111600,-1.380726
0.111800,-1.595649
0.112000,-1.400270
0.112200,-1.128277
0.112400,-1.375676
0.112600,-1.161925
0.112800,-1.674021
0.113000,-1.464820
0.113200,-1.468327
0.113400,-1.236640
0.113600,-1.713080
0.113800,-1.455649
0.114000,-1.394660
0.114200,-1.640800
0.114400,-1.558136
0.114600,-1.449861
0.114800,-1.670558
0.115000,-1.508265
0.115200,-1.256918
0.115400,-1.392707
0.115600,-1.525620
0.115800,-1.515616
0.116000,-1.466064
0.116200,-1.440436
0.116400,-1.621183
0.116600,-1.267813
0.116800,-1.245171
0.117000,-1.279323
0.117200,-1.450812
0.117400,-1.437134
0.117600,-1.317225
0.117800,-1.270571
0.118000,-1.580072
0.118200,-1.288956
0.118400,-1.215589
0.118600,-1.345531
0.118800,-1.514705
0.119000,-1.455072
0.119200,-1.144307
0.119400,-0.994184
0.119600,-0.622194
0.119800,-0.267161
0.120000,0.163784
0.120200,0.187601
0.120400,0.721893
0.120600,0.916667
0.120800,1.174490
0.121000,1.465573
0.121200,1.559266
0.121400,1.641769
0.121600,1.472547
0.121800,1.346658
0.122000,1.276867
0.122200,1.019473
0.122400,1.469195
0.122600,1.235816
0.122800,1.400252
0.123000,1.482761
0.123200,1.255826
0.123400,1.359520
0.123600,1.769774
0.123800,1.599863
0.124000,1.466112
0.124200,1.513625
0.124400,1.665043
0.124600,1.611252
0.124800,1.228423
0.125000,1.685143
0.125200,1.593257
0.125400,1.448234
0.125600,1.323349
0.125800,1.690678
0.126000,1.624664
0.126200,1.337628
0.126400,1.502909
0.126600,1.966947
0.126800,1.445099
0.127000,1.269616
0.127200,1.173093
0.127400,1.549916
0.127600,1.395399
0.127800,1.490802
0.128000,1.352027
0.128200,1.551263
0.128400,1.281460
0.128600,1.456391
0.128800,1.456355
0.129000,1.543278
0.129200,1.237111
0.129400,0.877361
0.129600,0.698261
0.129800,0.105957
0.130000,-0.348145
0.130200,-0.232718
0.130400,-0.744862
0.130600,-1.010401
0.130800,-1.064643
0.131000,-1.126360
0.131200,-1.333124
0.131400,-1.142791
0.131600,-1.333305
0.131800,-1.317828
0.132000,-1.278740
0.132200,-1.472510
0.132400,-1.124835
0.132600,-1.650921
0.132800,-1.412306
0.133000,-1.377472
0.133200,-1.561088
0.133400,-1.565785
0.133600,-1.261815
0.133800,-1.390694
0.134000,-1.656074
0.134200,-1.603012
0.134400,-1.693658
0.134600,-1.365356
0.134800,-1.485797
0.135000,-1.734970
0.135200,-1.433218
0.135400,-1.405258
0.135600,-1.357636
0.135800,-1.543580
0.136000,-1.609100
0.136200,-1.258358
0.136400,-1.536733
0.136600,-1.390087
0.136800,-1.523554
0.137000,-1.277425
0.137200,-1.542712
0.137400,-1.353411
0.137600,-1.449476
0.137800,-1.370432
0.138000,-1.127228
0.138200,-1.455009
0.138400,-1.300970
0.138600,-1.204412
0.138800,-1.417434
0.139000,-1.186846
0.139200,-1.109622
0.139400,-0.953722
0.139600,-0.576103
0.139800,-0.081429
0.140000,-0.095590
0.140200,0.213539
0.140400,0.535963
0.140600,1.120352
0.140800,1.358690
0.141000,1.255356
0.141200,1.092895
0.141400,1.330789
0.141600,1.490886
0.141800,1.353152
0.142000,1.341851
0.142200,1.201184
0.142400,1.420348
0.142600,1.335580
0.142800,1.412337
0.143000,1.404771
0.143200,1.521279
0.143400,1.566807
0.143600,1.398510
0.143800,1.612257
0.144000,1.671926
0.144200,1.705848
0.144400,1.564523
0.144600,1.326318
0.144800,1.326638
0.145000,1.374728
0.145200,1.476755
0.145400,1.452770
0.145600,1.333548
0.145800,1.363119
0.146000,1.238421
0.146200,1.088376
0.146400,1.517954
0.146600,1.846056
0.146800,1.712140
0.147000,1.234177
0.147200,1.346853
0.147400,1.064414
0.147600,1.071418
0.147800,1.100065
0.148000,1.280974
0.148200,1.335791
0.148400,1.446614
0.148600,1.531484
0.148800,1.362765
0.149000,1.341342
0.149200,1.025213
0.149400,0.769513
0.149600,0.463804
0.149800,0.454807
0.150000,-0.050686
0.150200,-0.638087
0.150400,-0.698114
0.150600,-1.158511
0.150800,-0.940228
0.151000,-1.422735
0.151200,-1.311071
0.151400,-1.268658
0.151600,-1.551948
0.151800,-1.351753
0.152000,-1.231779
0.152200,-1.262354
0.152400,-1.214070
0.152600,-1.483545
0.152800,-1.241262
0.153000,-1.453836
0.153200,-1.390206
0.153400,-1.360023
0.153600,-1.437400
0.153800,-1.503990
0.154000,-1.456880
0.154200,-1.429315
0.154400,-1.277782
0.154600,-1.476213
0.154800,-1.423742
0.155000,-1.300190
0.155200,-1.521893
0.155400,-1.671395
0.155600,-1.428123
0.155800,-1.563481
0.156000,-1.734329
0.156200,-1.481216
0.156400,-1.323051
0.156600,-1.742483
0.156800,-1.289275
0.157000,-1.761471
0.157200,-1.384411
0.157400,-1.008024
0.157600,-1.317483
0.157800,-1.266195
0.158000,-1.200369
0.158200,-1.620631
0.158400,-1.397894
0.158600,-1.422370
0.158800,-1.133949
0.159000,-1.521272
0.159200,-1.246516
0.159400,-1.110441
0.159600,-0.843812
0.159800,-0.188309
0.160000,0.003998
0.160200,0.274084
0.160400,0.610973
0.160600,0.886704
0.160800,1.118214
0.161000,1.146244
0.161200,1.374488
0.161400,1.378121
0.161600,1.295039
0.161800,1.386417
0.162000,1.350782
0.162200,1.196189
0.162400,1.246615
0.162600,1.607894
0.162800,1.642433
0.163000,1.222798
0.163200,1.305456
0.163400,1.339111
0.163600,1.696279
0.163800,1.496518
0.164000,1.589151
0.164200,1.832122
0.164400,1.500538
0.164600,1.577043
0.164800,1.526398
0.165000,1.351767
0.165200,1.607209
0.165400,1.343650
0.165600,1.703089
0.165800,1.444459
0.166000,1.481505
0.166200,1.393024
0.166400,1.399082
0.166600,1.434007
0.166800,1.077921
0.167000,1.345911
0.167200,1.248172
0.167400,1.402603
0.167600,1.331682
0.167800,1.173540
0.168000,1.246016
0.168200,1.327967
0.168400,1.631602
0.168600,1.308656
0.168800,1.305333
0.169000,1.166624
0.169200,0.966979
0.169400,1.017239
0.169600,0.719086
0.169800,0.549834
0.170000,0.156211
0.170200,0.002148
0.170400,-0.699731
0.170600,-1.010267
0.170800,-1.384319
0.171000,-1.231425
0.171200,-1.395517
0.171400,-1.334312
0.171600,-1.579577
0.171800,-1.310419
0.172000,-1.284019
0.172200,-1.258831
0.172400,-1.370725
0.172600,-1.105702
0.172800,-1.016822
0.173000,-1.547463
0.173200,-1.334557
0.173400,-1.929699
0.173600,-1.437430
0.173800,-1.836821
0.174000,-1.631945
0.174200,-1.729531
0.174400,-1.534449
0.174600,-1.345286
0.174800,-1.726932
0.175000,-1.493922
0.175200,-1.525341
0.175400,-1.233948
0.175600,-1.437343
0.175800,-1.709160
0.176000,-1.623894
0.176200,-1.322882
0.176400,-1.430566
0.176600,-1.635756
0.176800,-1.482684
0.177000,-1.416178
0.177200,-1.405065
0.177400,-1.540633
0.177600,-1.369878
0.177800,-1.071306
0.178000,-1.371970
0.178200,-1.378648
0.178400,-1.387629
0.178600,-1.099281
0.178800,-1.411966
0.179000,-1.171819
0.179200,-1.279012
0.179400,-1.010098
0.179600,-0.686767
0.179800,-0.473539
0.180000,-0.030558
0.180200,0.490627
0.180400,0.568596
0.180600,0.971201
0.180800,1.295595
0.181000,1.212241
0.181200,1.577609
0.181400,1.442935
0.181600,1.383940
0.181800,1.061938
0.182000,1.258757
0.182200,1.335425
0.182400,1.530036
0.182600,1.369284
0.182800,1.493300
0.183000,1.199546
0.183200,1.423600
0.183400,1.681133
0.183600,1.404561
0.183800,1.701081
0.184000,1.663197
0.184200,1.573786
0.184400,1.452802
0.184600,1.323161
0.184800,1.714642
0.185000,1.534779
0.185200,1.499428
0.185400,1.409178
0.185600,1.507788
0.185800,1.557285
0.186000,1.613181
0.186200,1.666449
0.186400,1.420350
0.186600,1.278032
0.186800,1.455266
0.187000,1.118829
0.187200,1.275819
0.187400,1.207722
0.187600,1.341997
0.187800,1.577076
0.188000,1.023110
0.188200,1.704288
0.188400,1.373747
0.188600,1.484173
0.188800,1.201072
0.189000,1.485442
0.189200,1.195506
0.189400,0.961968
0.189600,0.398043
0.189800,0.368489
0.190000,0.126874
0.190200,-0.392861
0.190400,-0.512520
0.190600,-0.801254
0.190800,-1.285449
0.191000,-1.096644
0.191200,-1.406503
0.191400,-1.424540
0.191600,-1.393861
0.191800,-1.352763
0.192000,-1.709319
0.192200,-1.307512
0.192400,-1.472827
0.192600,-1.040151
0.192800,-1.086455
0.193000,-1.253121
0.193200,-1.478394
0.193400,-1.649224
0.193600,-1.636358
0.193800,-1.264901
0.194000,-1.657029
0.194200,-1.885916
0.194400,-1.347582
0.194600,-1.246030
0.194800,-1.199453
0.195000,-1.284248
0.195200,-1.268107
0.195400,-1.463165
0.195600,-1.813552
0.195800,-1.528395
0.196000,-1.459964
0.196200,-1.576588
0.196400,-1.564846
0.196600,-1.642639
0.196800,-1.592884
0.197000,-1.105189
0.197200,-1.043216
0.197400,-1.284498
0.197600,-1.226006
0.197800,-1.426815
0.198000,-1.218412
0.198200,-1.099213
0.198400,-1.638093
0.198600,-1.362420
0.198800,-1.332444
0.199000,-1.256770
0.199200,-0.942862
0.199400,-0.665785
0.199600,-0.723673
0.199800,-0.256443
0.200000,0.012635
0.200200,0.262602
0.200400,0.729272
0.200600,1.071913
0.200800,1.221824
0.201000,1.203734
0.201200,1.343763
0.201400,1.363616
0.201600,1.282342
0.201800,1.410191
0.202000,1.377516
0.202200,1.426614
0.202400,1.139591
0.202600,1.197479
0.202800,1.557553
0.203000,1.356237
0.203200,1.447143
0.203400,1.471756
0.203600,1.707676
0.203800,1.732069
0.204000,1.720181
0.204200,1.536562
0.204400,1.371242
0.204600,1.759887
0.204800,1.576782
0.205000,1.371501
0.205200,1.661908
0.205400,1.390764
0.205600,1.713713
0.205800,1.754320
0.206000,1.414977
0.206200,1.643561
0.206400,1.655050
0.206600,1.890258
0.206800,1.331278
0.207000,1.595793
0.207200,1.326970
0.207400,1.097896
0.207600,1.250237
0.207800,1.280056
0.208000,1.155965
0.208200,1.409986
0.208400,1.552380
0.208600,1.467732
0.208800,1.332021
0.209000,1.313640
0.209200,1.188603
0.209400,1.003786
0.209600,0.855125
0.209800,0.398210
0.210000,-0.210404
0.210200,-0.441768
0.210400,-0.663747
0.210600,-0.802569
0.210800,-0.994608
0.211000,-1.069708
0.211200,-1.393705
0.211400,-1.317506
0.211600,-1.626877
0.211800,-1.298678
0.212000,-1.476088
0.212200,-1.289067
0.212400,-0.813759
0.212600,-1.238568
0.212800,-1.453940
0.213000,-1.319743
0.213200,-1.520185
0.213400,-1.642133
0.213600,-1.222250
0.213800,-1.396276
0.214000,-1.501369
0.214200,-1.591351
0.214400,-1.548726
0.214600,-1.239733
0.214800,-1.402349
0.215000,-1.902421
0.215200,-1.085194
0.215400,-1.443646
0.215600,-1.450602
0.215800,-1.369573
0.216000,-1.483389
0.216200,-1.444261
0.216400,-1.601280
0.216600,-1.682491
0.216800,-1.400589
0.217000,-1.166169
0.217200,-1.421538
0.217400,-1.393305
0.217600,-1.085082
0.217800,-1.348273
0.218000,-1.376383
0.218200,-1.419132
0.218400,-1.418455
0.218600,-1.668048
0.218800,-1.494198
0.219000,-1.301356
0.219200,-1.155799
0.219400,-0.797489
0.219600,-0.412741
0.219800,-0.130547
0.220000,0.137198
0.220200,0.335109
0.220400,0.595190
0.220600,0.973870
0.220800,1.277122
0.221000,1.459202
0.221200,1.506760
0.221400,1.413826
0.221600,1.526738
0.221800,1.552291
0.222000,1.446823
0.222200,1.274884
0.222400,1.143157
0.222600,1.155466
0.222800,1.222185
0.223000,1.419473
0.223200,1.520594
0.223400,1.285842
0.223600,1.462122
0.223800,1.592790
0.224000,1.418248
0.224200,1.597663
0.224400,1.455993
0.224600,1.362592
0.224800,1.456316
0.225000,1.498842
0.225200,1.321056
0.225400,1.434713
0.225600,1.572259
0.225800,1.418264
0.226000,1.304536
0.226200,1.325812
0.226400,1.475013
0.226600,1.300259
0.226800,1.390465
0.227000,1.630653
0.227200,1.117578
0.227400,1.241710
0.227600,1.588080
0.227800,1.340905
0.228000,1.259640
0.228200,1.339628
0.228400,1.473113
0.228600,1.686368
0.228800,1.333669
0.229000,1.222270
0.229200,0.982464
0.229400,0.986652
0.229600,0.477797
0.229800,0.287852
0.230000,-0.136303
0.230200,-0.196301
0.230400,-0.764910
0.230600,-0.911648
0.230800,-1.429899
0.231000,-1.316185
0.231200,-1.593771
0.231400,-1.495849
0.231600,-1.077028
0.231800,-1.223334
0.232000,-1.334061
0.232200,-0.799845
0.232400,-1.405511
0.232600,-1.109318
0.232800,-1.554269
0.233000,-1.417500
0.233200,-1.644792
0.233400,-1.459430
0.233600,-1.529326
0.233800,-1.602447
0.234000,-1.389391
0.234200,-1.617642
0.234400,-1.453080
0.234600,-1.348022
0.234800,-1.670818
0.235000,-1.552262
0.235200,-1.440256
0.235400,-1.376582
0.235600,-1.288922
0.235800,-1.564959
0.236000,-1.600670
0.236200,-1.687187
0.236400,-1.488223
0.236600,-1.542589
0.236800,-1.483728
0.237000,-1.394995
0.237200,-1.241624
0.237400,-1.368660
0.237600,-1.384058
0.237800,-1.214927
0.238000,-1.768657
0.238200,-1.453712
0.238400,-1.581405
0.238600,-1.251513
0.238800,-1.479437
0.239000,-1.420019
0.239200,-1.196578
0.239400,-1.060494
0.239600,-0.749047
0.239800,-0.342853
0.240000,-0.063306
0.240200,0.293037
0.240400,0.537127
0.240600,0.798120
0.240800,1.198380
0.241000,1.381901
0.241200,1.199074
0.241400,1.545993
0.241600,1.523315
0.241800,1.509363
0.242000,1.359782
0.242200,1.375248
0.242400,1.595989
0.242600,1.238873
0.242800,1.167514
0.243000,1.150802
0.243200,1.705975
0.243400,1.763340
0.243600,1.399031
0.243800,1.447199
0.244000,1.504601
0.244200,1.716216
0.244400,1.309012
0.244600,1.176112
0.244800,1.773462
0.245000,1.486856
0.245200,1.516497
0.245400,1.440339
0.245600,1.571975
0.245800,1.305446
0.246000,1.427062
0.246200,1.572071
0.246400,1.197087
0.246600,1.452644
0.246800,1.387999
0.247000,1.335508
0.247200,1.241705
0.247400,1.134717
0.247600,0.994930
0.247800,1.301398
0.248000,1.269780
0.248200,1.156868
0.248400,1.418088
0.248600,1.387760
0.248800,1.344144
0.249000,1.012377
0.249200,1.291700
0.249400,0.786230
0.249600,0.698141
0.249800,0.236179
0.250000,-0.058309
0.250200,-0.184576
0.250400,-0.608908
0.250600,-0.801682
0.250800,-1.139727
0.251000,-1.276490
0.251200,-1.680468
0.251400,-1.479631
0.251600,-1.442445
0.251800,-1.179610
0.252000,-1.390733
0.252200,-1.239957
0.252400,-1.234371
0.252600,-1.110450
0.252800,-1.344429
0.253000,-1.256743
0.253200,-1.698353
0.253400,-1.740124
0.253600,-1.880223
0.253800,-1.438400
0.254000,-1.452150
0.254200,-1.398053
0.254400,-1.603712
0.254600,-1.555637
0.254800,-1.466492
0.255000,-1.223445
0.255200,-1.194261
0.255400,-1.352034
0.255600,-1.452454
0.255800,-1.332270
0.256000,-1.591576
0.256200,-1.614939
0.256400,-1.557074
0.256600,-1.644829
0.256800,-1.468875
0.257000,-1.548523
0.257200,-1.170617
0.257400,-1.202548
0.257600,-1.053800
0.257800,-1.524078
0.258000,-1.029544
0.258200,-1.599031
0.258400,-1.588454
0.258600,-1.525125
0.258800,-1.217139
0.259000,-1.302075
0.259200,-1.225859
0.259400,-1.090082
0.259600,-0.895041
0.259800,-0.187525
0.260000,0.119796
0.260200,0.560287
0.260400,0.748173
0.260600,0.574873
0.260800,1.002598
0.261000,1.405642
0.261200,1.357840
0.261400,1.348176
0.261600,1.243224
0.261800,1.505299
0.262000,1.383228
0.262200,1.354865
0.262400,1.173194
0.262600,1.310544
0.262800,1.123703
0.263000,1.361437
0.263200,1.063434
0.263400,1.262804
0.263600,1.489374
0.263800,1.912565
0.264000,1.283088
0.264200,1.346040
0.264400,1.534624
0.264600,1.736519
0.264800,1.478661
0.265000,1.545321
0.265200,1.397695
0.265400,1.394512
0.265600,1.514435
0.265800,1.433834
0.266000,1.661840
0.266200,1.315357
0.266400,1.671219
